source_text,target_loinc
vitamin b12 random blood,2170-9
vitamin blood b12,2170-9
cd2 bone marrow,32527-4
cd2 bone marr,32527-4
bone cd2 marrow,32527-4
cd2 marrow bone,32527-4
marrow boe cd2,32527-4
prolactin blood,2842-3
bld prolactin,2842-3
prolactinblod,2842-3
blood pl prlactin,2842-3
serplas polacinblood,2842-3
thyroglobulin blood,3013-0
thyroglobulin blood,3013-0
thyroglobulin blood,3013-0
lod thyroglobulin,3013-0
blood thyroglobulin,3013-0
howell-jolly bodies blood,7793-3
howell-jolly blood body bodies,7793-3
hoeljolly bodies lood micros,7793-3
microscopic howell-jolly blood bodies,7793-3
bld bodies qual howell-jolly,7793-3
calcium carbonate crystals urine,5773-7
urin crbonae crysals caliu,5773-7
urine caboate crystals calcium,5773-7
crystalsrine carbonate cacium,5773-7
calcium carbonate crystals rine,5773-7
cancer antigen 27.29 blood,17842-6
27.29 antigen cancer blood,17842-6
cancer antigen 27.29 bld universallaborders,17842-6
cancr antigen 2.2 blood,17842-6
serum or plasma cancr blood 27.29 ntigen,17842-6
eosinophils ascites,30380-0
ascites eosinophils,30380-0
acites eosinophil point in time,30380-0
ascites eosinophils quan,30380-0
eosinophils actes,30380-0
schistocytes blood,800-3
bld schistocytes,800-3
fragmented cells blod schistocytes,800-3
screen blood schistocytes,800-3
blood schistocytes,800-3
poikilocytosis blood,779-9
poikilocytosis blood,779-9
pikilocytosis blod,779-9
poikilocytossblood,779-9
blood poikilocytosis random,779-9
creatinine blood,2160-0
creatininebloo qnt,2160-0
chemistry lood creatinine,2160-0
cretinine blood,2160-0
creatiine pl blood,2160-0
target cells blood,10381-2
target cels bld,10381-2
blood cells target,10381-2
blood cells target,10381-2
target cells bld random,10381-2
cd45 other body fluid,17823-6
cd45 other fluid body,17823-6
other cd45 bdy flud,17823-6
d45 body other fid,17823-6
other cd45 body fluid,17823-6
serum viscosity blood,3128-6
viscosity serum blood,3128-6
blood serumviscosity,3128-6
blood viscosity serum,3128-6
serum viscsity blood,3128-6
anti-nuclear antibody blood,5047-6
bld ntiody ani-nuclear aby,5047-6
blood anti-nuclearantibody,5047-6
ati-nucler antboy blood,5047-6
antibody anti-nuclear blood,5047-6
"potassium, ascites ascites",49789-1
"potassiu, ascites ascite ascites",49789-1
"potassium, ascites ascites k+",49789-1
"potass otassium, ascitesacites",49789-1
"ascites potassium, ascites",49789-1
absolute cd8 count blood,8138-0
absolut cd8 countbod,8138-0
absolute cd8 coun blood,8138-0
absolute count cd8 blo,8138-0
absolute blood count cd8,8138-0
hemoglobin f blood,9749-3
hemoglobin f bld,9749-3
random hemoglobin f blood,9749-3
fbood eoglobin,9749-3
hemoglobin f random lood,9749-3
magnesium blood,2601-3
quan magsiumblood,2601-3
blood magnesium plasma,2601-3
magnesium blood,2601-3
magnesium blood,2601-3
lithium blood,3719-2
bld lithium eskalith,3719-2
bld lithium,3719-2
bld lithium,3719-2
quantitative blood lithium,3719-2
eosinophil count blood,26449-9
count eosinophil blood,26449-9
quant eosinphil count bloo,26449-9
eosinophl coutlood,26449-9
blod count esinophil,26449-9
microcytes blood,741-9
blood screen microcytes,741-9
blood microcytes,741-9
blood ordinal microcytes,741-9
wb blood microcyte,741-9
"hematocrit, csf cerebrospinal fluid (csf)",30398-2
"(csf) csf crerospnal fluid hematocrit,",30398-2
"hematocrit, csf fluid cerebrospinal (csf)",30398-2
"hematocrit, (csf) spec csf csf",30398-2
"spec fluid csf cerebrospinal hematocrit, (csf)",30398-2
glyco a blood,17221-3
glyco a blood,17221-3
blood a glyco,17221-3
a glyc ood,17221-3
blood a glyco,17221-3
mch blood,785-6
bld mch,785-6
mch blood,785-6
mch blood,785-6
bld mch,785-6
antithrombin blood,27811-9
blood antithrombin,27811-9
anithombin blod,27811-9
antithrobin blod,27811-9
blood antithrombin,27811-9
calculated free testosterone blood,2991-8
calculated testosterone free blood,2991-8
free calculated testosterone qnt blood,2991-8
calculated qnt free testosterone blood,2991-8
blood free testosterone calculated,2991-8
metamyelocytes other body fluid,17801-2
metamyelocytes other body fluid,17801-2
metameloctes other body fluid,17801-2
metamyelocytes other luid bd,17801-2
quant metamyelocytes other body fluid,17801-2
thrombin blood,3243-3
thrombinblood,3243-3
blood thrombin,3243-3
blood thrombin,3243-3
blood thrombin,3243-3
triglycerides blood,1644-4
blood triglycerides,1644-4
triglycerdes bood,1644-4
blood triglycerides,1644-4
trigycerde blood,1644-4
"bilirubin, total, body fluid other body fluid",1974-5
"total, flu bilirubin, body fluid other body fluid",1974-5
"bilirbin, toal, bodyfluid other body fluid",1974-5
"bilirubin, total, body fluid other body fluid",1974-5
"other to, body fluid blirubin, ody fluid",1974-5
granular casts urine,5793-5
cass granular uine,5793-5
granular urne casts,5793-5
casts granular urine,5793-5
urine casts granular,5793-5
hepatitis a virus antibody blood,5183-9
antibod hepatiisavirus blood,5183-9
hepatitis a virus blood antibody,5183-9
hepatitis virus a antibody blood,5183-9
blood a virus antibody hepatitis,5183-9
alkaline phosphatase blood,6768-6
blood phosphatase alkaline,6768-6
bld hospatase alkaine,6768-6
phospatase lkalie blod,6768-6
phosphatase akaine blood,6768-6
urine specimen type urine,19159-3
urine specintype rine,19159-3
specimen urine type urine,19159-3
urine specimn type urine,19159-3
urine specimen in type,19159-3
monocytes joint fluid,17835-0
fluid joint monocytes,17835-0
cytes oint fluid,17835-0
fluid joint monocytes,17835-0
fluid joint monocytes,17835-0
elliptocytes blood,6681-1
bld infectious disease elliptocyte,6681-1
elliptocytes bld wrights,6681-1
ellptocytes blood,6681-1
blood elliptocytes,6681-1
procainamide blood,3982-6
procainmideblood quan,3982-6
plasma bld procanaide,3982-6
procainamide bld,3982-6
pronestyl blood procainamide,3982-6
lactate blood,32693-4
lactic acid bld lactate,32693-4
lactate blood,32693-4
blood lactate,32693-4
lactate bld,32693-4
ferritin blood,2276-4
blood ferritin,2276-4
plsm blod ferritin,2276-4
blood ferritin,2276-4
blood ferritin sr,2276-4
human chorionic gonadotropin blood,2119-6
humanchorionic quant goadoropin lo,2119-6
human blood gonadotropin chorionic quan,2119-6
human chorionic gonadotropin bld,2119-6
human chorii gondotropin blood,2119-6
heinz body prep blood,48068-1
heinz by prep bld,48068-1
henz body prp bood,48068-1
hein point in time body prep blod,48068-1
hein body whole blood pep bood,48068-1
"chloride, urine urine",2078-4
"chloride, urine cl urine",2078-4
"cloride, ua urine urine",2078-4
"chloride, urine ur urine",2078-4
"chloride, urine random urine",2078-4
sickle cells blood,801-1
sickle cells cellularity blood,801-1
sicke cells bld,801-1
blood cells sickle,801-1
cells sickle bld,801-1
"urea nitrogen, body fluid other body fluid",3093-2
"urea nitrogen, body fluid other body fluid",3093-2
"urea nitrogen, other fluid body body fluid",3093-2
"rea universallaborders itrogen, body flud oter ody fluid",3093-2
body nitrogen ura mass concentration flid other body fluid,3093-2
monos pleural,33362-5
monos pleural number fraction,33362-5
monos pleural,33362-5
pleural monos,33362-5
quantitative monos pleural,33362-5
"prot. electrophoresis, urine urine",13438-7
"prot. renal urine electrophoresis, urine",13438-7
"pro. electropoesis, urine urine prot pattern",13438-7
"prot. urine electrophoresis, urine",13438-7
"prot. electrophoresis, urine urine",13438-7
anti-mitochondrial antibody blood,14236-4
ant-itochondrialanibodyblood,14236-4
aby antibodyblod anti-mtohodrial,14236-4
anti-mitochondrial antibody mito blood,14236-4
antibody anti-mitocodria lod,14236-4
atypical lymphocytes ascites,33369-0
lymphocytesascites atypcal lymp,33369-0
atypical lymphocytes ascites,33369-0
lymphocte typicl sies,33369-0
lymphs% atypical lymphocytesascites,33369-0
tobramycin blood,35670-9
tobra blood tobramycin,35670-9
blood tobramycin,35670-9
serum or plasma tobrmycin lood,35670-9
blood tobramycin,35670-9
cd16/56 blood,18267-5
blood cd16/56,18267-5
blood cd16/56,18267-5
blood cd16/56,18267-5
blood cd16/56,18267-5
c4 blood,4498-2
c4 blood,4498-2
blood c4,4498-2
c4 blod,4498-2
bood c4,4498-2
cd64 blood,17183-5
cd64 blood,17183-5
blood cd64,17183-5
blood cd64,17183-5
cd64 bood,17183-5
blasts blood,708-8
blass blood,708-8
lood lass,708-8
blood blasts absolute,708-8
cnt lsts blood,708-8
hematocrit blood,4544-3
hemtocrit blod percent,4544-3
bld atocrit,4544-3
hematocrit blod,4544-3
hematocrit blood,4544-3
anti-parietal cell antibody blood,26969-6
ati-parietal blood antibody hematology cel,26969-6
cel ai-parieal anibody bod,26969-6
anti-parietal cell blood fluoresent antibody,26969-6
hematology blood cell antibody anti-parietal,26969-6
cd55 blood,17175-1
blood cd55,17175-1
blood cd5,17175-1
ood cd5,17175-1
d5 bloo,17175-1
wbc count blood,26464-8
ct wbc ut blod,26464-8
wbc hematology/cell counts count blood,26464-8
count wbc bld,26464-8
wbc blood random count,26464-8
estimated gfr (mdrd equation) blood,33914-3
blood gfr (mdrd equation) chemistry estimated,33914-3
modification of diet in renal disease gfr stimate (mdrdequation) blod,33914-3
equation) estimatedgfr(mdrd bld,33914-3
(mdrd gfr estimated qnt quaon) blod,33914-3
cd11c other body fluid,51232-7
body other cd11c fluid,51232-7
cd11c fluid body other,51232-7
body other cd11c fluid,51232-7
oherbod cd11c luid,51232-7
metamyelocytes cerebrospinal fluid (csf),30366-9
metamyelocytes (cerebrospinal fluid) fluid wbc cerebrospinal,30366-9
metamyelocytes cerebrospinal fl cerebrospinal fluid (csf),30366-9
cerebrospinal metamyelocytes white blood cells fluid (cerebrospinal fluid),30366-9
(csf) cerebrospinal fluid metamyelocytes,30366-9
"osmolality, measured blood",2692-2
"osmolality, quant measued blod",2692-2
"serp measured osmolalty, blood",2692-2
"mesured osmolality, bld",2692-2
"quantitative measured osmolality, blood",2692-2
triple phosphate crystals urine,5814-9
triple phosphate urine rystals,5814-9
triple urine crystals phosphate,5814-9
ripe phsphate urine crystal,5814-9
crystals pophate triple urine,5814-9
length of urine collection urine,13362-9
length urie of colletion urine,13362-9
ength collection urine f urine,13362-9
rinecollectn lengthf urin,13362-9
lengt ofurie colecton urie,13362-9
cd34 bone marrow,57400-4
marrow bone cd34,57400-4
marrow bone cd34,57400-4
c34 aow bone,57400-4
cd34 bone maro,57400-4
osmotic fragility blood,34964-7
bood fragility osmti,34964-7
fragility osmotic blood,34964-7
osmotcfragilityblood,34964-7
boo fagility omotic,34964-7
gentamicin blood,35668-3
blood gentamicin,35668-3
gentamicin blood sr,35668-3
universallaborders bood gentamicin,35668-3
bld quantitative gentamicin,35668-3
gamma glutamyltransferase blood,2324-2
blood glutamlransease gamma,2324-2
gamma glutmyltranerase blood,2324-2
gamma blood glutamyltransferase,2324-2
blood glutamyltranferase gamma ser,2324-2
beta-2 microglobulin blood,32731-2
microglobulin beta2 glob beta-2 blood,32731-2
eta-2 microgloblin blod,32731-2
eta-2 microglouin blood elect,32731-2
microglobulin beta-2 blood,32731-2
hepatitis a virus igm antibody blood,22314-9
hepatitis a igm virus antibody autoantibodies blood,22314-9
epattis blood igmantibody avrus,22314-9
hepatitis virus a hepatitis igm antibody blood,22314-9
hav epatitis a virus anibody gm blood,22314-9
myelocytes cerebrospinal fluid (csf),30447-7
myelocytescerbrospnafuid(sf) leuk,30447-7
yelocytes spinal flu flud crebropinal (csf),30447-7
myelocytes lkcs cerebrospinal fluid (csf),30447-7
yelcytes cerebrospinal fluid (csf),30447-7
"bilirubin, total, csf cerebrospinal fluid (csf)",1973-7
"qnt bilirubin, cerebrospinal cerebrospinal fluid total, fluid (cerebrospinal fluid)",1973-7
spinal fld bilirubin otal csf ceebrospina flid(csf),1973-7
"bilirubin, level total, csf erebrospinalfluid (csf)",1973-7
"bilirubin, total, csf csf (csf)",1973-7
"amylase, pleural pleural",1796-2
"mylase, peural pleural",1796-2
"amylase, plua pleual alpha amylase",1796-2
"pleural pleural amylase,",1796-2
"amylase, pleural fluid pleural pleura",1796-2
"protein s, antigen blood",27823-4
"protein s, blood antigen",27823-4
"protein blood antigen s,",27823-4
"blood ntien proteins,",27823-4
"protein s, blood ntgn",27823-4
cd8 bone marrow,51372-1
cd8 bone arrow,51372-1
cd8 marrow bone,51372-1
cd8 bonemarrow,51372-1
boe cd8 marow,51372-1
"wbc, pleural pleural",26467-1
"wbc, pleural pleural",26467-1
"pleural wbc,pleural",26467-1
"wbc, pleural count pleural",26467-1
"wbc, pleural pleural #",26467-1
plasma cerebrospinal fluid (csf),47413-0
plasmacrebrospinal (cs) fluid,47413-0
plas cerebropinal flui (cf),47413-0
point in time plasma (cerebrospinal fluid) fluid cerebrospinal,47413-0
plasma fluid cerebrospinal leuk (csf),47413-0
amorphous crystals urine,8246-1
amorphous urine crystals,8246-1
crystals amorphous urine,8246-1
crytls amorphus urine,8246-1
crystals amorphous urine,8246-1
"albumin, body fluid other body fluid",1747-5
albumin bo fluid otherbd fluid,1747-5
"lbuin, body fluid othr body fluid bodies",1747-5
"alumin, fluid body other body flud fluid",1747-5
"other bodyflud chemistry albumin, body flid",1747-5
ca-125 blood,10334-1
plsm ca-12 bood,10334-1
blood ca-125,10334-1
ca-125 point in time blood,10334-1
ca125 carbohydrate antigen blood,10334-1
cd20 blood,8119-0
blood cd20,8119-0
cd20 blood,8119-0
blood cd20,8119-0
cd20 blod,8119-0
"amylase, joint fluid joint fluid",14388-3
"amylase, joint fluid joint fluid",14388-3
"amylase, joint fluid joint fluid",14388-3
"ams fluid joint amylase, joint fluid",14388-3
"amylase, joint joint fluid fluid",14388-3
triiodothyronine (t3) blood,3053-6
blood (t3) triiodothyronine,3053-6
mass concentration (t3)blood trioothyronne,3053-6
triiodothyronine (t3) serum blood,3053-6
(t3) triiodothyronine blood,3053-6
thyroxine (t4) blood,3026-2
thyroxine bld (t4),3026-2
thyroxine (t4) blood,3026-2
thyroxine plas (t4) blood,3026-2
thyroxine () blood,3026-2
digoxin blood,10535-3
dgoxin loo qnt,10535-3
blood dgxn,10535-3
igoxin blood,10535-3
blood digoxin sr,10535-3
anti-neutrophil cytoplasmic antibody blood,35279-9
anti-neutrophilcytoplasmic antiboy bld immunofluorescence,35279-9
anti-neutrophil cytoplasmic antibody bld,35279-9
anti-neutrophil cyoplasmicantiody loo,35279-9
nti-neurophl ctoplasmicantiodybloo,35279-9
absolute hemoglobin blood,718-7
absolute hemoglobin blood blood,718-7
quantitative absolute hemoglobin blood,718-7
mass concentration absolutehemoglobin lood,718-7
blood hemoglobin absolute,718-7
troponin t blood,6598-7
tblood troponi quan,6598-7
plsm troponit bod,6598-7
troponin t blood plsm,6598-7
heart disease tblood troponin,6598-7
polychromasia blood,10378-8
polychromasia blood,10378-8
blo polychromsia,10378-8
polychromasia bood hematology/cell counts,10378-8
polyhroasia blood,10378-8
cd10 bone marrow,51216-0
cd10 bone marrow,51216-0
marrow bone cd10,51216-0
cd10 marrow bone,51216-0
marrow cd1bon,51216-0
iron blood,2498-4
iron blod serpl,2498-4
blood iron level,2498-4
blood mass concentration iron,2498-4
blood mass concentration iron,2498-4
cd4 other body fluid,17822-8
ther d4 ody fluid,17822-8
cd4 other fluid body,17822-8
body othe cd4 luid,17822-8
cd4 body other fluid,17822-8
homocysteine blood,13965-9
homocysteine plasma blood,13965-9
omocyteine serpl bld,13965-9
blood homocysteine,13965-9
homocysteine blood,13965-9
"bicarbonate, ascites ascites",54360-3
"bicarbonate, asctes ascites",54360-3
"bicarbonate, prt ascites ascites",54360-3
"bicabonae, ascit ascites",54360-3
"icarbonate, ascitis acites ascites",54360-3
cd23 other body fluid,51269-9
cd2 otherbody luid,51269-9
fluid other body cd23,51269-9
other cd23 body fluid,51269-9
flud body cd2other,51269-9
mesothelial cells other body fluid,28544-5
mesothelial cells other body fluid mesothl cell,28544-5
mesotlialcels other body fluid,28544-5
qnt fluid cells other body mesothelial,28544-5
mesothelial cells other body fluid,28544-5
"bilirubin, total blood",1975-2
"bilrubin, total blood",1975-2
"bilirbi, total bld",1975-2
"blod total biliubin, plasma",1975-2
"total bilirubin, blood",1975-2
carcinoembyronic antigen (cea) blood,2039-6
carcinoebyrnic anigen (cea) ser or plasma blood,2039-6
carcinoembyronic antigens (cea) antigen blood,2039-6
carcinoembyronic quant antigen (cea) bld,2039-6
carcinoebyronic random antigen blood cea),2039-6
glyco a other body fluid,57430-1
glyco a other fluid body,57430-1
fluid a otherbody glyco,57430-1
a glyco other body flud,57430-1
other a glyco body fluid,57430-1
yeast urine,5822-2
urine yeast,5822-2
yeaturine,5822-2
urine yeast,5822-2
urine yeast,5822-2
sulfonamides urine,5812-3
urine sulfonamides,5812-3
urine sulfonamides,5812-3
urine sulfonamides,5812-3
urine sulfonamides,5812-3
lymphocytes blood,731-0
blood lympocytes,731-0
blood hematology/cell counts lymphocytes,731-0
lymph blood lymphocytes,731-0
blood lymphocytes point in time,731-0
