source_text,target_loinc
"calcium, body fluid other body fluid",15155-5
"cacium, body luid oher body flu",15155-5
"calcium, body fluid other body qnt fluid",15155-5
"calcium, body fluid other body fluid",15155-5
"calcium, body fluid fluid body other",15155-5
eosinophils urine,25156-1
urine eosinophils,25156-1
urine eosinophils,25156-1
urine eosinophis,25156-1
urine eosinophils,25156-1
plasma ascites,40518-3
ascites plas,40518-3
white blood cell plasma ascites,40518-3
point in time ascites plasma,40518-3
plasmacyte plasma ascites,40518-3
nucleated red cells blood,772-4
e uleated erthrocyte cels bld,772-4
blood red abs cells nucleated,772-4
nuleated point in time red bod cell,772-4
nuclted redcells erythrocyte blo,772-4
anion gap blood,1863-0
gap anion blood,1863-0
apblood anion,1863-0
anion blood gap,1863-0
bld gap anion plasma,1863-0
ovalocytes blood,774-0
blood ovalocytes,774-0
blood ovalocytes,774-0
blood ovalocytes,774-0
blood ovalocytes,774-0
triple phosphate crystals urine,5814-9
triple crystals phosphate urine,5814-9
urine phosphate crystals triple,5814-9
phsphate riple rystals urine,5814-9
triple phosphate urine crystals,5814-9
mesothelial cells joint fluid,33365-8
mesothelial cells fluid joint,33365-8
joint white blood cells cells mesothelial fluid,33365-8
mesohelial cells jointfluid,33365-8
mesothelial cells fluid joint,33365-8
"total protein, joint fluid joint fluid",2886-0
total potin joit fluid join flid,2886-0
"total protein, joint fluid joint fluid",2886-0
"total proein, oint fluid joit level fluid",2886-0
"luid joint fluid protein, joint total joint luid",2886-0
24 hr protein urine,2889-4
mass rate 24 hr urine protein,2889-4
protein qnt hr 24 urin,2889-4
2 hr proteinurine renal,2889-4
24 hr roen urne,2889-4
cd5 other body fluid,57423-6
cd5 body other fluid,57423-6
cd5 other fluid body,57423-6
5 oher body fluid,57423-6
other cd5 body fluid,57423-6
cd34 bone marrow,57400-4
cd34 marrow bone,57400-4
marrow bone cd34,57400-4
cd34 one marrw,57400-4
bone cd34 marrow,57400-4
vancomycin blood,20578-1
vancomyin blod,20578-1
vanoyin bld,20578-1
serum vancomycin bld,20578-1
vacomycin blood,20578-1
cd20 other body fluid,57418-6
cd20 other fluid body,57418-6
d20 oher body fluid,57418-6
fluid other body cd20,57418-6
other cd20 bdy luid,57418-6
alkaline phosphatase blood,6768-6
alkaline phospatase blod,6768-6
phosphatase alkaline blood,6768-6
alkaline phosphatase blood,6768-6
lood alkalphosphatase,6768-6
hypersegmented neutrophils blood,766-6
# blod hyersegmentedneutrophls,766-6
neutrophils hypersegmented blood,766-6
hpersegmnted count neutrophils blood,766-6
hpersegmened lood neutrphils,766-6
"urea nitrogen, ascites ascites",12265-5
"ascites nitrogen, ascites quant urea",12265-5
"urea ascits ascites nitogen,",12265-5
"urea nitrogen, ascites ascites",12265-5
"urea nitrogen, ascites ascites level",12265-5
globulin blood,2336-6
pt globinbood,2336-6
bld globulin,2336-6
bld globulin,2336-6
random blood globuli,2336-6
von willebrand factor antigen blood,6012-9
vo willbrandfacor blood antig,6012-9
antigen wilebrnd fator von blood,6012-9
von blood factor antigen willebrand,6012-9
von willerand facto antgen blood,6012-9
gastrin blood,2333-3
serp gastrin blood,2333-3
zollinger-ellison syndrome gastrin blood,2333-3
serp gastrin blood,2333-3
qnt blod gastrin,2333-3
"tissue transglutaminase ab, iga blood",31017-7
"tissue igablood ab, tansgltaminase",31017-7
"tissue transglutaminase bld iga ab,",31017-7
"tisue transglutainas ab,iga bood",31017-7
"tissue translutaminase gastro ab, igablood",31017-7
"glucose, urine urine",2350-7
"glcose, urine urine",2350-7
"glucose, urine urine universallaborders",2350-7
"une urine glucose, glu",2350-7
"urine glucose, urine",2350-7
% hemoglobin a1c blood,4548-4
% blood a1c hemoglobin,4548-4
% hemoglobin a1c blood haemoglobin,4548-4
blood hemoglobina1c %,4548-4
% a1c hemoglobin blood,4548-4
ammonia blood,16362-6
ammoni blood,16362-6
blood ammonia,16362-6
ammoia plasma blood,16362-6
bood ania,16362-6
cd38 blood,8126-5
c38 bood,8126-5
blood cd38,8126-5
blood cd38,8126-5
blood cd38,8126-5
basophils blood,704-7
quan lood basohs,704-7
blood basophils,704-7
blod basophils,704-7
baophils blood,704-7
cholesterol ratio (total/hdl) blood,9322-9
bld ratio (total/hdl) cholesterol,9322-9
cholestro ratio chemistry total/hdl) bloo,9322-9
cholesterol ratio (total/hdl) blood serpl,9322-9
cholesterol ratio (total/hdl) bld,9322-9
human chorionic gonadotropin blood,2119-6
human chorionic blood gonadotropin,2119-6
hman chorionic gontroin bld,2119-6
human gonadotropin chorionic bld,2119-6
uan chorionic gonadoroin blod,2119-6
poikilocytosis blood,779-9
screen blood poikiloctosis,779-9
qualitative blood poikilocytosis,779-9
poikiloctosis blood,779-9
blood poikilocytosis,779-9
"benzodiazepine screen, urine urine",3390-2
"benzodiazepine urine urine screen,",3390-2
"urine screen, ordinal benzodiazepine urine",3390-2
"benzodiazepie rine scren, urine",3390-2
"benzodiazne urine ua urie screen,",3390-2
"amylase/creatinine ratio, urine urine",34235-2
"amylase/creatinine urine alpha amylase ratio, urine",34235-2
"amylase/creatinine ratio, urine urine ua",34235-2
"urine ratio, amylase/creatinine urine",34235-2
"amylase/creatinine urine ratio, urine",34235-2
plasma cerebrospinal fluid (csf),47413-0
plasma csf (csf),47413-0
plasma (cerebrospinal fluid) fuid crebrospial spinal flu,47413-0
(csf) cerebrospinal qnt fluid plasma,47413-0
plasma (cerebrospinal fluid) fluid cerebrospinal,47413-0
polys cerebrospinal fluid (csf),26517-3
polys lkcs cerebrospinal fluid (csf),26517-3
cerebrosinal polys fluid (sf),26517-3
cerebrospinal segmented wbc polys fluid (csf),26517-3
cerebrospinal polys cell fluid (csf),26517-3
"glucose, csf cerebrospinal fluid (csf)",2342-4
(cs) cs cererospinal fuid gluose,2342-4
"glucose, cerebrospinal fluid cerebospinal luid (sf)",2342-4
"fluidcsf) csf quant cerebrospna glucoe,",2342-4
"cerebrospinal csf glucose, fluid (csf)",2342-4
leukocyte alkaline phosphatase blood,4659-9
leukocyte alkalin phosphase blood,4659-9
neutrophil alkaline phosphatase leuyte lkaline phosphats bood,4659-9
alkaline leuk leukocyte phosphatase blood,4659-9
leukocytealkaline white blood cells blood phosphatase,4659-9
wbc count blood,26464-8
blood count wbc,26464-8
wbc count blood qnt,26464-8
bld absolute count wbc,26464-8
wbc bld cont,26464-8
"potassium, urine urine",2828-2
"potassim, urine urine substance concentration",2828-2
"potassium, urine urine k+",2828-2
"quantitative potassiu, uri urine",2828-2
"potasium, urineurne",2828-2
platelet count blood,777-3
blood count platelet,777-3
platelet blod cout,777-3
platelet count blood platelet count,777-3
platlet number concentration count blod,777-3
factor ix blood,3188-0
factor blood ix,3188-0
ixblood factr,3188-0
ix factor blood,3188-0
blood ix factor,3188-0
"creatine kinase, mb isoenzyme blood",6773-6
"creatine quantitative inas, m isoenzyme blood",6773-6
"creatine kinase, mb blood isoenzyme",6773-6
"creatine knase, mb bood soenyme",6773-6
"creatine kinase, creatine phosphokinase mb isoenzyme blood",6773-6
hiv antibody blood,5220-9
ntibdy hiv blood,5220-9
blood antibdy hiv,5220-9
bloo antiboy hiv,5220-9
blod anibody hi,5220-9
"amphetamine screen, urine urine",3349-8
"amphetmiescreen, urine urin",3349-8
"amphetamine screen, urine urine",3349-8
amphetamine amphetainesreen urin urine,3349-8
"amphetamine screen, drug/toxicology urine urine",3349-8
"heparin, lmw blood",32684-3
"heparin, blood lmw",32684-3
"blood lmw heparin,",32684-3
"lmw heparin, blood",32684-3
"lmw heparin, blood",32684-3
"glucose, pleural pleural",2346-5
"gluose, glu leural pleural",2346-5
"glucose, pleural lura",2346-5
"leualpleural glucse,",2346-5
"pleural point in time glucose, pleural",2346-5
elliptocytes blood,6681-1
blood stn elliptocyts,6681-1
bld elliptocytes,6681-1
boo elliptocytes nominal,6681-1
elliptocyesblood,6681-1
c-reactive protein blood,1988-5
c-reactive protein random blood,1988-5
c-reactive blood protein,1988-5
c-reactive protein blood prot,1988-5
-reative roteinbod,1988-5
dhea-sulfate blood,2191-5
so4-2 dhea-ulfateblood,2191-5
serp dhea-sufateblood,2191-5
bloo dheasufate,2191-5
serplas blood dhea-sulfate,2191-5
carbamazepine blood,3432-2
blood carbamazpin,3432-2
carbamazepine random bld,3432-2
carbamazepine plasma blood,3432-2
plasma carbmazepine blood,3432-2
24 hr calcium urine,6874-2
24 hr calcium nephrology urne,6874-2
mrate hrcalcium 24 urine,6874-2
24 hr calcium urine,6874-2
2 hr caciu urine,6874-2
hemoglobin f blood,9749-3
hemolobin  bld,9749-3
blood hgb f hemoglobin,9749-3
hmoglobin f bloo electrophrs,9749-3
haemoglobin blood f hemoglobin,9749-3
"chloride, pleural pleural",53627-6
"chloride, pleural peural respiratory",53627-6
"pleural point in time chloride, pleural",53627-6
"chloride, pleural pleual",53627-6
"chloride, pleural level pleural",53627-6
lipase blood,3040-3
bld lipase,3040-3
lipase serum or plasma blood,3040-3
blood lipase,3040-3
blood serum or plasma lipase,3040-3
acid phosphatase blood,1715-2
acid phosphatase bld serpl,1715-2
cd phosphaaseblod,1715-2
acid phos phosphatase blood,1715-2
qnt acid phosphatase blood,1715-2
inr(pt) blood,5895-7
inr(pt)bloo,5895-7
blood inr(pt),5895-7
blood inr(pt),5895-7
inr(t) blood,5895-7
triiodothyronine (t3) blood,3053-6
(t3) triiodothyronie blood,3053-6
triiodothyronine sr (t3) blood,3053-6
(t3) triiodothyronine blood,3053-6
blood qnt (t3) triiodothyronine,3053-6
ferritin blood,2276-4
ferriin blood,2276-4
bloo ferritin,2276-4
level bloo frritin,2276-4
bld qnt ferritin,2276-4
"bilirubin, total, ascites ascites",14422-0
"bilirubin, ascitic fluid total, ascites ascites",14422-0
"bilirubin, total, ascites ascites",14422-0
"biliubin, quantitative ascites total, ascites",14422-0
"ascites total, ascites bilirubin, quantitative",14422-0
cholesterol crystals urine,5777-8
urine crystals cholesterol,5777-8
crystals cholesterol urine,5777-8
crstal choesterol urie,5777-8
cholesterol urine crystals,5777-8
cd14 blood,8111-7
d14 blod,8111-7
blood cd4,8111-7
blood cd14,8111-7
boo cd1,8111-7
macrocytes blood,738-5
maroytes bld,738-5
blood macrocytes,738-5
macrocytes blood whole blood,738-5
lm mcrocytesblood,738-5
"total protein, urine urine",2887-8
"urine protein, urine total",2887-8
"urine protein, urine total",2887-8
"total proein, urine urine",2887-8
"urne protein, urine total",2887-8
metamyelocytes other body fluid,17801-2
meta other metamyelocytes body fluid,17801-2
metamyelocytes other body fluid,17801-2
metamyelocytes body other fluid,17801-2
fluid othe body metamyeloct,17801-2
cd15 bone marrow,51251-7
marrow bone cd15,51251-7
cd15 marrow bone,51251-7
cd15 marrow bone,51251-7
mrrow bone cd15,51251-7
iron stain bone marrow,13513-7
iron bone stain bone marrow marrow,13513-7
ion sain bone marow,13513-7
irn stain marrow one fe,13513-7
iron marrow bone stain,13513-7
cd22 blood,14017-8
bloo cd22,14017-8
blood cd22,14017-8
blood cd22,14017-8
blood cd22,14017-8
ptt blood,3173-2
ttblood,3173-2
blood ptt,3173-2
blood pt,3173-2
blood ptt,3173-2
fibrin degradation products blood,30226-5
fbrin egradatin products blood,30226-5
fibrin deradation poducts blod,30226-5
fibrin egradation producs blod,30226-5
products degradation fibrin blood,30226-5
"cholesterol, pleural pleural",9618-0
"pleural cholesterol, pleural pleural",9618-0
"pleural pleural cholesterol,",9618-0
"level cholesrol, pleural pleural",9618-0
chosterl pleual pleural chol,9618-0
benzodiazepine screen blood,42662-7
blood screen benzodiazepine,42662-7
benzodiazepine blood screen,42662-7
benzodiazepine screen blood,42662-7
benzodiazepine blood blood screen,42662-7
vitamin b12 blood,2170-9
itamin 12 bld,2170-9
serum blood b12 vitin,2170-9
vtamin b12 blood,2170-9
vitamin b12 bld,2170-9
cd41 blood,17148-8
blood cd41,17148-8
lood cd4,17148-8
cd41 blood,17148-8
blood cd41,17148-8
uptake ratio blood,3050-2
uptake ratio bloo,3050-2
uptke ratio endocrinology bloo,3050-2
upake rao serplas blood,3050-2
triiodothyroinine uptake ratio uptake ood,3050-2
hemoglobin a2 blood,4552-6
hemoglobin a2 blood quan,4552-6
hemoglobin a2 whole blood blood,4552-6
hmoglobin blood a2,4552-6
a2 hemoglobin blood,4552-6
"sodium, ascites ascites",49790-9
"ascites sodium, ascites",49790-9
ascite sodium na asctes,49790-9
"ascites sodium, ascites",49790-9
"sodium, substance concentration acites ascits",49790-9
cd45 other body fluid,17823-6
body other cd45 fluid,17823-6
cd45 other fluid body,17823-6
cd45 fluid body other,17823-6
cd45 other fluid body,17823-6
"bilirubin, indirect blood",1971-1
"blood bu indirect bilirubin,",1971-1
"bilrubin, indirect bilirub indirect bood",1971-1
"bilrubin, indirect bloo",1971-1
"bilirubin, bld indirect",1971-1
cd10 blood,8107-5
cd10blood,8107-5
lood cd10,8107-5
c10 blood,8107-5
cd10 blod,8107-5
monocytes cerebrospinal fluid (csf),26486-1
monocyes crebrospinl ui (cerebrospinal fluid),26486-1
(csf cerebrosinal leuc flud monocyes,26486-1
(csf) cerebrospinal fluid monocytes leuk,26486-1
monocyes cerebrospinal fluid (csf),26486-1
factor v blood,3193-0
factor blood v,3193-0
blood v fctr,3193-0
blood factor,3193-0
factor vblood,3193-0
eosinophils blood,711-2
blood eosiopils,711-2
cnt osinophil blod,711-2
lood eosinophis,711-2
eosinophils blood,711-2
rbc casts urine,5807-3
rb casts urine,5807-3
rbc urine casts,5807-3
urie cast rbc,5807-3
rbc urine casts,5807-3
"triglycerides, pleural pleural",9619-8
"chemistry tiglycerides, pleural pleural",9619-8
"triglycerides, pleural pleural",9619-8
"pleural pleural triglycerides,",9619-8
"pulmonary lural triglcerides, pleural",9619-8
cd45 bone marrow,51340-8
cd45 marrow bone,51340-8
bone cd45 marrow,51340-8
marrow bone cd45,51340-8
cd45 bone marrw,51340-8
myelocytes other body fluid,17800-4
fluid other leuc body myelocytes,17800-4
myelocytes other body fluid wbcs,17800-4
myelocytesoter body fluid,17800-4
myeloces other body white blood cells flud,17800-4
cd13 other body fluid,51238-4
cd13 fluid bod ther,51238-4
other cd13 body fluid,51238-4
cd13 othe body fluid,51238-4
other cd13 body fluid,51238-4
neutrophils blood,761-7
nutrophils blood,761-7
blood neutrophils,761-7
blood neutrophils,761-7
blood neutrophils,761-7
thyroxine (t4) blood,3026-2
serplas thyroxine (4) bood,3026-2
(t4) hyroxine blod,3026-2
thyrxie(t4) blood,3026-2
l-thyroxine thyoxine bld (4),3026-2
platelet clumps blood,40741-1
blood clumps platelet,40741-1
cumps elec plaeet blod,40741-1
blood clumps platelet,40741-1
platelet blood clumps,40741-1
cd19 bone marrow,32525-8
cd19 bon marrow,32525-8
marrow bone cd19,32525-8
marrow bone cd19,32525-8
cd9 bone marrow,32525-8
"bilirubin, total blood",1975-2
"bilirubin, liver total bld",1975-2
"bilirubin, blood total",1975-2
"bilirubin, ttal qnt blood",1975-2
"totl bilirubin, blod",1975-2
"total protein, csf cerebrospinal fluid (csf)",2880-3
"otal protein, cerebospinalfluid spinal fluid csf (csf)",2880-3
"total quant protein, csf csf (csf)",2880-3
"fluid protein, csf cerebrospinal total (csf)",2880-3
"total (csf) csf cerebrospinal fluid quant protein,",2880-3
h/o smear blood,38924-7
blood smear h/o,38924-7
h/o blood smear,38924-7
blood smear h/o,38924-7
smear h/o blood,38924-7
"reticulocyte count, manual blood",31112-6
"reticulocyte count, blood manual",31112-6
"reticulocyte count, manual blood",31112-6
"reculocte coun, maual od",31112-6
"manual count, reticulocyte blood",31112-6
basophilic stippling blood,703-9
basoplic blood stpping,703-9
stpplingblood basophilic,703-9
stippling basophilic blood screen,703-9
stipplng basophilic blood,703-9
"ld, joint fluid joint fluid",2533-8
"ld, joint fluid joint fluid 2-hydroxypropanoic acid",2533-8
"random joint ld, fluid joint fuid",2533-8
"ld,oint fluid jint fluid",2533-8
"ld, fluid fluid joint joint random",2533-8
"ethanol, urine urine",5644-0
"urine ethanol, etoh urine",5644-0
"urineurine ethnol,",5644-0
"ethanol, ua urine urine",5644-0
"etanol,urineurne",5644-0
cancer antigen 27.29 blood,17842-6
canceratigen 27.29 bood,17842-6
blood antigen 27.29 cancer,17842-6
27.29 antigen cancer blood,17842-6
caner ntigen ca bld 27.29,17842-6
anti-thyroglobulin antibodies blood,5380-1
antityroglobulin antibodies autoantibody bood,5380-1
anti-thyroglobulin antibodies blood thyglobulin,5380-1
anti-hyroglobuli antibodies bld,5380-1
anti-thyroglobulin bld antibodies tumor marker,5380-1
macrophage joint fluid,33376-5
macrophge jont luid,33376-5
fluid joint macrophage,33376-5
marophage jointflui,33376-5
macrop macrophage joint fluid,33376-5
chloride blood,2075-0
chloride universallaborders blood,2075-0
quan bld chloride,2075-0
hloride blood,2075-0
blood chlride,2075-0
urine fat bodies urine,2272-3
urine fat bodies urine,2272-3
urn urine bodies fat urie,2272-3
urine fat bodies urine qual,2272-3
ft uine pr diesurine,2272-3
pt blood,5902-2
blood pt,5902-2
blood pt,5902-2
blood pt,5902-2
blood pt,5902-2
cd16/56 bone marrow,51255-8
cd16/56 bo mrow,51255-8
cd16/56 marrow bone,51255-8
bone cd16/56 marrow,51255-8
cd16/56 marrow bone,51255-8
"osmolality, ascites ascites",2691-4
"osmolality, ascites ascites prt",2691-4
"point in time osmolalit, ascites scies",2691-4
"ascites osmolality, ascites",2691-4
"ascites osmolality, ascites",2691-4
