source_text,target_loinc
"albumin, urine urine",1754-1
"alumin, uie quantitative urin",1754-1
testosterone blood,2986-8
blood ttoter,2986-8
blood testosterone random,2986-8
bld serum or plasma teststerone,2986-8
blood testosterone,2986-8
"urea nitrogen, urine urine",3095-7
"urea nitogen, urineuine random",3095-7
"urea urine urine nitrogen,",3095-7
"urea nitrogen, urine urine",3095-7
"nitrogen, urea pt urine urine",3095-7
"total protein, urine urine",2887-8
"protein, total urine uine",2887-8
"urine prten, toal urine",2887-8
"protein, total urineurine",2887-8
"total urine urine protein,",2887-8
cd11c other body fluid,51232-7
cd11c fluid body other,51232-7
cd11c oter fld boy,51232-7
oter cd1c boy fluid,51232-7
cd11c fluid body other,51232-7
"hematocrit, other fluid other body fluid",11153-4
"other hematocrit, fluid other body fluid",11153-4
"hematocrit, other fluid fluid body other",11153-4
"hematocrit, other body other fluid fluid",11153-4
"hematocrit, otherfluid flui body other percent",11153-4
mcv blood,787-2
bood mcv red blood cells,787-2
blood mcv,787-2
bloo mcv elec,787-2
qnt mcv bo,787-2
hemogloblin s blood,4622-7
hemoglblin hgb s bld,4622-7
s hemogloblin blood,4622-7
hemogloblin elp blood s,4622-7
hemogloblin s blood,4622-7
"opiate screen, urine urine",3879-4
"opiate screen, urine urine",3879-4
"illicit piaescree, uine urin",3879-4
"screen, addiction opiat urine urine",3879-4
"opiate pt screen, urine urine",3879-4
peep blood,20077-4
blood peep,20077-4
peep blod,20077-4
blood peep,20077-4
peep blood,20077-4
"bicarbonate, ascites ascites",54360-3
"bicarbonate, ascites ascite",54360-3
"ascites ascites bicarbonate,",54360-3
icarbnate bic ascites ascites,54360-3
"bicarbonate, ascites ascites",54360-3
amylase blood,1798-8
bood amylase,1798-8
blood amylase,1798-8
plasma amylase bld,1798-8
amylase bloo catalytic concentration,1798-8
cd117 blood,17107-4
blood c117,17107-4
blood cd117,17107-4
blood cd117,17107-4
cd117 bloo,17107-4
protein/creatinine ratio urine,2890-2
proein/cretinine ratio urine,2890-2
protein/creatinine raio uine quan,2890-2
urine ratio protein/creatinine,2890-2
protein/creatinine urine ratio,2890-2
hemoglobin f blood,9749-3
hemoglobin f elp blood,9749-3
f hemoglobin blood,9749-3
f hemoglobin bld,9749-3
hemogloin f blood,9749-3
anti-smooth muscle antibody blood,14252-1
musleantibody serology antsmoth blood,14252-1
anti-smooth muscle antibody aby blood,14252-1
anti-smooth muscle antibody autoantibodies blood,14252-1
ant-smooh mscle asma antibdy blood,14252-1
rbc casts urine,5807-3
rbc asts urin,5807-3
r rne casts,5807-3
rbccasts urine,5807-3
r casts urin,5807-3
factor ix blood,3188-0
blood ix factor,3188-0
factor blood ix,3188-0
ix factor blood,3188-0
blood ix factor,3188-0
folate blood,2284-8
blood folate folic acid,2284-8
blood vitamin m folate,2284-8
blood folate,2284-8
plasma folateblood,2284-8
anticardiolipin antibody igm blood,3182-3
nticarolipin blood igm anibod,3182-3
aticardiolipn igm antbody blood,3182-3
anticrdioipin blood gm anibody,3182-3
anticardiolipinantibody m blood,3182-3
cd13 bone marrow,51237-6
bone cd13 marrow,51237-6
bone cd13 marrow,51237-6
cd13 marrow bone,51237-6
marrow bone cd13,51237-6
urine appearance urine,5767-9
appearance urine urine,5767-9
urine urine ppearne,5767-9
urne appearance urine,5767-9
urie apperance urine,5767-9
rheumatoid factor blood,6928-6
blood factor qnt rhematoid,6928-6
rheumatoid factor bld quant,6928-6
heumatoid factorlood,6928-6
blood meia factor rheumatoid,6928-6
"albumin, ascites ascites",1749-1
albumin scites ascites,1749-1
"albumin, asci asctes",1749-1
"albumin, ascites ascites quant",1749-1
"ascites alb albui,acites",1749-1
"bilirubin, indirect blood",1971-1
"bilrbin, indiet blood",1971-1
"idirectblood bilirubin, hepatology",1971-1
bilirubin indiret blood,1971-1
"bld indirect bilirubin, serum",1971-1
thyroid peroxidase antibodies blood,8099-4
antibodies thyroid microsomes peroxidase thyroid blood,8099-4
blood autoantibodies peoxidse antibodies thoid,8099-4
antibodiesblood peroxidase tyoid,8099-4
serum or plasma thyroid antibodies peroxidase bld,8099-4
monocytes blood,742-7
mcytes blood,742-7
blood monocytes,742-7
mnocytes bod,742-7
bld auto monocytes,742-7
factor xiii blood,3240-9
xiii factor blood,3240-9
factor blood xiii,3240-9
blood xiii factor,3240-9
xiii factor blood,3240-9
basophils ascites,35069-4
ascites basophis,35069-4
ascte percent baphils,35069-4
astes basophils,35069-4
ascites basophils,35069-4
cd5 blood,8132-3
blood cd5,8132-3
blood cd5,8132-3
blood cd5,8132-3
cd5 blood,8132-3
atypical lymphocytes cerebrospinal fluid (csf),30416-2
atpical lympocytes lymphs cererospinl flud (csf,30416-2
atypical cerebrospinal quan lymphocytes fluid (csf),30416-2
atypical lymphocyes rebrosinlfld (cf) number fraction,30416-2
atypical lymphocytes (csf) fluid cerebrospinal,30416-2
"wbc, joint fluid joint fluid",26469-7
"wbc, joint joint fluid fluid",26469-7
"wbc, jintfluid jintfui",26469-7
"wbc, rheum joint fluid fluid joint",26469-7
"wbc, fluid joint joint fluid",26469-7
phenytoin blood,3967-7
phenytoin drugs blood,3967-7
pentoin lood,3967-7
phenytoin lood,3967-7
serpl phenytoin bld,3967-7
yeast urine,5822-2
urine yeast,5822-2
urine yeast,5822-2
yest uri,5822-2
urine yeast,5822-2
renal epithelial cells urine,26052-1
renal epithelial urine cells,26052-1
cells epithelial renal urine,26052-1
realpithelial uine cels,26052-1
renal epithelial urine cells,26052-1
factor x blood,3218-5
x factor blood,3218-5
fctor  lod,3218-5
factor blood x,3218-5
factor x blood,3218-5
granular casts urine,5793-5
cstsurne granular,5793-5
granular uie casts,5793-5
urne ranulrcasts,5793-5
urine casts granular,5793-5
leukocytes urine,5799-2
urine leukocytes,5799-2
urine leukocytes,5799-2
urine leukocytes,5799-2
urine leukocytes,5799-2
polys cerebrospinal fluid (csf),26517-3
polys cererospial luid (csf),26517-3
polys spinal fluid csf (csf),26517-3
polys cerebrospinal (cerebrospinal fluid) fluid,26517-3
ererospinalflid polys (csf),26517-3
calculated free testosterone blood,2991-8
e alcuated teststoblood,2991-8
fr calculate fee testosterone bld,2991-8
calculated free testosteone blod,2991-8
calculated fr free testosterone blood,2991-8
bacteria urine,5769-5
urine bacteria,5769-5
urine bacteria,5769-5
rine bacteria,5769-5
urine bacteria,5769-5
"magnesium, urine urine",2598-1
"magnesium, quant urine urine",2598-1
"magnsium, urine urn ua",2598-1
"urinrine gnesium,",2598-1
"urineurine manesium,",2598-1
urine volume urine,28009-9
olume uine rin,28009-9
volume urine urine,28009-9
volume urine urine,28009-9
urine volume urine,28009-9
"immunofixation, urine urine",49276-9
"immunofixaton, urine narrative urine",49276-9
"urn immunofiation, urine urine",49276-9
"urine urine immunofixation,",49276-9
"urine urine immunofixation, interp",49276-9
"prot. electrophoresis, urine urine",13438-7
ot. elecrophresisrine urine,13438-7
prot. electrophhrs eectrphoesis ure urine,13438-7
"urine electrophoresis, urine prot.",13438-7
"eectohoresis, prot. urine urne pr",13438-7
sperm urine,8248-7
urine sperm,8248-7
urine sperm,8248-7
sperm urne,8248-7
urne spem,8248-7
"glucose, body fluid other body fluid",2344-0
"glucose, body fluid other body fluid",2344-0
"body glucose, fld fluid other body fluid",2344-0
"other body fluid glucose, body fluid",2344-0
"body body fluid other glucose, fluid",2344-0
"sodium, ascites ascites",49790-9
"sodium, random ascites ascites",49790-9
"ascites ascites sodium,",49790-9
"sodium, acites ascites",49790-9
"sodium, ascites ascites",49790-9
"potassium, whole blood blood",6298-4
"ptassium, point in time whole blood blood",6298-4
"whole potassium, blood k blood",6298-4
"blood whole blood quant potassium,",6298-4
"potassium, whole blood blood",6298-4
protein urine,5804-0
urine protein,5804-0
protein urine,5804-0
urine protein,5804-0
proei urne,5804-0
anti-neutrophil cytoplasmic antibody blood,35279-9
cytoplasmic anti-neutrophil antibody blood,35279-9
anti-neutrophil cytoplasmic qualitative antibody blood,35279-9
anti-neutrophil antbod point in time ctoplasmic blood,35279-9
anti-neutrophil cytplamicantibody blood,35279-9
gamma glutamyltransferase blood,2324-2
glutamyltransferase gamma blood,2324-2
glutamyltransferase gamma blood,2324-2
gamma glutamyltransferase blood,2324-2
gamma blood glutamyltransferase,2324-2
cd14 blood,8111-7
blood cd14,8111-7
blood cd14,8111-7
blood cd14,8111-7
blood cd14,8111-7
bleeding time blood,11067-6
time bleeding blood,11067-6
blood time bleeding,11067-6
time bleeding blood,11067-6
leeding time blod,11067-6
cd8 other body fluid,17824-4
c8 oer body fluid,17824-4
cd8 other fluid body,17824-4
other cd8 body fluid,17824-4
cd8 fluid body other,17824-4
cd45 bone marrow,51340-8
d45 marrow boe,51340-8
cd45 bne aro,51340-8
bone cd45 marrow,51340-8
cd45 marrow bone,51340-8
"osmolality, stool stool",2693-0
"osmolality, stool stool stool = fecal",2693-0
"stool stool osmolality,",2693-0
"bowel movement osmolality, stool stool",2693-0
"stool stool osmolality,",2693-0
barbiturate screen blood,3376-1
serum bariturate sceen bood,3376-1
whole blood barbiturate screen blood,3376-1
barbiturate blood screen,3376-1
barbiturate scrn blod,3376-1
specific gravity urine,5811-5
urine gravity specific,5811-5
gravity specific urine,5811-5
gravity specific urine,5811-5
gravity specific urine,5811-5
"urine casts, other urine",9842-6
"other casts, urine urine",9842-6
"urine other casts, urine",9842-6
"urine csts,oher rne",9842-6
urne other urinecass,9842-6
hepatitis c virus antibody blood,16128-1
cvirus screen hepatiis atibodyblood,16128-1
hepatits c virus antibodblod,16128-1
hepatitis c antibody virus blood,16128-1
hepatitis c virus antibody blood,16128-1
cd11c bone marrow,33202-3
cd11cbone marow,33202-3
marrow bone cd11c,33202-3
cd1c bone marow,33202-3
marrow bone cd11c,33202-3
theophylline blood,4049-3
theopylline bloo,4049-3
theophylline blod,4049-3
blood theophylline,4049-3
theplline blood,4049-3
fibrin degradation products blood,30226-5
fibrin products degradation blood,30226-5
degradation fibrin products blood,30226-5
blood deadation products fibrn,30226-5
products degradation fibrin blood,30226-5
urea nitrogen blood,3094-0
blod nitrgen urea,3094-0
lood nitrogen urea serpl,3094-0
nitrogen urea blood,3094-0
level urea nitrogen blood,3094-0
eosinophils ascites,30380-0
eoinophil scit leuc,30380-0
ascites eosinophils,30380-0
eosinophils leuc ascites,30380-0
eosinophils ascites,30380-0
ck-mb index blood,20569-0
ck-mb index blood,20569-0
random ck-mb index bld,20569-0
ck-mb index serum bld,20569-0
blood point in time index ck-mb,20569-0
myelocytes blood,26498-6
myelocytes qnt blood,26498-6
blood myelocyes,26498-6
bld melocytes,26498-6
myelcytes blood quant,26498-6
"sodium, urine urine",2955-3
"sodium, urine urine",2955-3
"sodium, urine urine",2955-3
"sodium, urine urine na+",2955-3
"urine urine quantitative sodium,",2955-3
"urea nitrogen, ascites ascites",12265-5
"nitrogen, urea ascites ascites",12265-5
"urea nitrogen, ascites ascites",12265-5
"ascites nitrogen, uea point in time ascites",12265-5
"ea nitrogn, ascitesascites",12265-5
d-dimer blood,48065-7
blood d-dimer,48065-7
blood d-dimer,48065-7
-dier bloo,48065-7
blood d-dimer,48065-7
cd13 blood,8110-9
blood cd13,8110-9
blood cd13,8110-9
cd13 lood,8110-9
cd13 blood,8110-9
albumin blood,1751-7
bld albumin mass concentration,1751-7
albumin blood,1751-7
blood albumin,1751-7
blood albumin,1751-7
lymphs cerebrospinal fluid (csf),26479-6
lymphs (csf) fluid cerebrospinal cerebrospinal fl,26479-6
fluid cerebrospinal lymphs (cerebrospinal fluid) wbc,26479-6
lymhs erebrospinal fluid (cf) leuk,26479-6
lymphs cerbrospinal fluid (csf) white blood cell,26479-6
plasma cerebrospinal fluid (csf),47413-0
plasma cerebrospinal (csf) fluid,47413-0
plasma csf (csf),47413-0
cerebrospinal fluid) cerebrosinal flui cerebral spinal fluid plasma,47413-0
plasmacyte plasma (csf) fluid cerbrospnal,47413-0
bite cells blood,10371-3
blood cells bite,10371-3
blood cells bite whole blood,10371-3
bite qualitative cells blood,10371-3
bite blood cells,10371-3
lactate blood,32693-4
lactate l-lactate blood,32693-4
blood lactate quantitative,32693-4
lactate lood,32693-4
substance concentration lactate blood,32693-4
ntprobnp blood,33762-6
blood quant ntprobnp,33762-6
ntprobnp bld,33762-6
blood ntprobnp plasma,33762-6
blood quan ntprobnp,33762-6
"cholesterol, pleural pleural",9618-0
"cholesterl, pleural pleual",9618-0
"cholesterol, pleural pleural",9618-0
quant holesterol pleural pleurl,9618-0
"cholesteol, plral cholesterol total pleural",9618-0
tyrosine crystals urine,5815-6
tyrosne crystls uine,5815-6
tyroine crystls ri,5815-6
tyrosine urine crystals,5815-6
crystals tyrosine urine,5815-6
cd16/56 bone marrow,51255-8
bone cd16/56 marrow,51255-8
cd16/56 marrow bone,51255-8
cd16/56 bone marrw,51255-8
cd16/56 marrow bone,51255-8
sulfonamides urine,5812-3
urine sulfonamides,5812-3
urine sulfonamides,5812-3
urie sulfonamides,5812-3
urine sulfonamides,5812-3
tidal volume blood,20112-9
tidal blood volume,20112-9
blood volume tidal,20112-9
volume tidal blood,20112-9
tidal volume blood,20112-9
cd23 bone marrow,51268-1
marrow bone cd23,51268-1
bon cd23 marow,51268-1
cd3 oe mrrow,51268-1
marrow bone cd23,51268-1
cd3 other body fluid,17826-9
cd3 body other fluid,17826-9
cd3 ther fluid boy,17826-9
cd3 other fluid body,17826-9
body cd3oher fli,17826-9
uric acid crystals urine,5817-2
uric acid rysals uri,5817-2
uic acidcrystal urie,5817-2
uric acid urine crystals,5817-2
uric acid crytals urie,5817-2
schistocytes blood,800-3
random shistocytesbloo,800-3
schistocytes bld,800-3
schistocytes bod,800-3
blo schistocytes,800-3
"protein s, antigen blood",27823-4
"protein antigen s, blood",27823-4
"s, protein antigen blood",27823-4
"blood s, antigen protein",27823-4
"protein bood antigen s,",27823-4
"glucose, csf cerebrospinal fluid (csf)",2342-4
"glucose,sf cerebrospinal fluid spinal fluid (csf)",2342-4
"glucose, csf glucoseur cerebrospinal (csf) fluid",2342-4
"glucose, csf cerebrospinal cerebrospinal fl fluid (csf)",2342-4
"glucose, csf cerebrospinal fluid (csf)",2342-4
ph urine,2756-5
ph log molar concentration urine,2756-5
phurine,2756-5
urie ph,2756-5
nephrology p urne,2756-5
"cholesterol, ldl, calculated blood",2090-9
"lipid cholesterol,ld, calculated blood",2090-9
"choles chlesterol, ldl, calclated blood",2090-9
"colsterol, ld, alculated bood ser or plasma",2090-9
"ser cholesterl, ldl, calculated blood",2090-9
"glucose, ascites ascites",2347-3
"ascites glucose, ascites",2347-3
"level ascites ascites glucos,",2347-3
"glucose, ascites ascites",2347-3
"glucose, ascites ascites quantitative",2347-3
basophils joint fluid,17833-5
joint basophils basophil fluid,17833-5
basophils quan fluid joint,17833-5
basophils fluid joint,17833-5
basophils joint fluid basophil,17833-5
cd64 bone marrow,51365-5
marrow bone cd64,51365-5
cd64 bone marrow,51365-5
cd64 mrrw bon,51365-5
bonemarrow cd64,51365-5
cd4/cd8 ratio other body fluid,18266-7
cd4/c8 atio oer bodyflid,18266-7
fluid ratio other body cd4/cd8,18266-7
cd4/cd ratio other bod fluid,18266-7
cd4/cd8 ratio other body flid,18266-7
eosinophils urine,25156-1
urine eosinophils,25156-1
urine eosinophils,25156-1
eosinophils urn,25156-1
urine eosinophils,25156-1
hepatitis a virus antibody blood,5183-9
infectious disease hepatitis a virus antibody blood,5183-9
a hepatitis virus antbo blood hepatit,5183-9
hepatitis a virus antibody blood,5183-9
antibody a virus hpatiis bld,5183-9
mch blood,785-6
bld mch,785-6
mch bld,785-6
random mch bld,785-6
mch blood,785-6
ammonium biurate urine,12454-5
ammoium biuate urin,12454-5
mmonium biurate uie,12454-5
ammonium urine biurate,12454-5
ammonium urine biurate,12454-5
anti-thyroglobulin antibodies blood,5380-1
anti-tyroglobuli antibodies blood quant,5380-1
antibodieblood anti-thyroglobul,5380-1
antibodies anti-thyroglobulin blood,5380-1
antibodies anti-thyroglobulin arbitrary concentration blood,5380-1
parathyroid hormone blood,2731-8
blood parathroidhormone,2731-8
parathyroid quan bld hormone,2731-8
parathyrid hormoe blood,2731-8
blood arathyroidoron,2731-8
cd117 bone marrow,42866-4
cd117 marrow bone,42866-4
cd117 marro bon,42866-4
marrow be d117,42866-4
bo cd11 marow,42866-4
