source_text,target_loinc
polys joint fluid,26522-3
polys fld joint,26522-3
polys joint fluid,26522-3
flui polysjoint,26522-3
joint polys fluid,26522-3
hemogloblin s blood,4622-7
heogloblinsblood,4622-7
bld s electrophrs hemoloblin,4622-7
bld s hemogloblin,4622-7
hemogloblin blood s,4622-7
factor xiii blood,3240-9
xiii factor blood,3240-9
factr xiii blood,3240-9
factor blood xiii,3240-9
xiii factor blood,3240-9
rbc casts urine,5807-3
rbc asts urn,5807-3
urine casts rbc,5807-3
rbccasts urine,5807-3
rbc urine casts,5807-3
bite cells blood,10371-3
bite cells lod,10371-3
bite cells bld,10371-3
cells bite blood,10371-3
qual bite cells blood,10371-3
cd34 blood,8125-7
blood cd34,8125-7
blood cd34,8125-7
blood cd34,8125-7
blood cd34,8125-7
cd41 other body fluid,51320-0
body other cd41 fluid,51320-0
fluid other body cd41,51320-0
otherboy cd41 fluid,51320-0
fluid other body cd41,51320-0
"bicarbonate, stool stool",14040-0
"bicarbonate, stool sool",14040-0
"bcarboate, stoo stol",14040-0
"bicarbonate, stool tool chemistry",14040-0
"stool icaronate, stool",14040-0
uptake ratio blood,3050-2
ratio uptake blood,3050-2
blood ratio uptake,3050-2
uptak ratio bld quantitative,3050-2
aio uptake blood,3050-2
"prot. electrophoresis, urine urine",13438-7
"prot. electrophoresis, urine urine",13438-7
"prot. electrphoress, urine urine",13438-7
"prot. electrophoresis, urine urine",13438-7
"renal prot. electrophoresis, urine urine",13438-7
"methadone, urine urine",3773-9
"urine urine pr methadone,",3773-9
"urne potentialforabuse methadone, uine",3773-9
"urine methadone, urine",3773-9
"methadone, ordinal urine urine",3773-9
pencil cells blood,10377-0
cells pencil blood,10377-0
pecil cells blood blood,10377-0
pencil cells lm blood,10377-0
penil cells cell bl,10377-0
amylase blood,1798-8
sr amylase blood,1798-8
amylae blod,1798-8
blod mylase,1798-8
blod plasma amylase,1798-8
polys cerebrospinal fluid (csf),26517-3
fluid cerebrospinal polys (csf),26517-3
pols crebospnl flud cerebrospinal fluid),26517-3
polys csf (csf),26517-3
polys ererospinal fluid (csf),26517-3
calculated thyroxine (t4) index blood,32215-6
calculated bood (t4) index throxine,32215-6
calculated thyroxine (t4) plasma blood index,32215-6
(t4) tyroxin calclated inex blod,32215-6
caculatedthyroxine (t4)index bloo,32215-6
cancer antigen 27.29 blood,17842-6
cner antigen blood plsm 27.29,17842-6
quant cancer antigen 27.29 bld,17842-6
cancer antigen 27.29 blood sr,17842-6
tumor marker cancer antigen 27.29 blood,17842-6
tobramycin blood,35670-9
blood serplas tobraycin,35670-9
blood tobramycin,35670-9
blood tobramycin,35670-9
mass concentration blood tobramycin,35670-9
"lipase, ascites ascites",32722-1
"random ascites lipase, ascites",32722-1
"lipase, ascites ascites catalytic concentration",32722-1
"lipase, ascites lipase ascites",32722-1
"lipase ascits ascites ipase,",32722-1
hemosiderin urine,4644-1
urine hemosiderin ur,4644-1
hemosiderin urine ur,4644-1
qual hemosiderin urine,4644-1
urine hemosiderin,4644-1
specific gravity urine,5811-5
specific graity urine,5811-5
urine gravity peifi,5811-5
uine graiy speific,5811-5
specific urine gravity,5811-5
"bicarbonate, urine urine",1964-6
"rine bicar bicrbonte, urine",1964-6
"bicarbonate, urine urin",1964-6
"bicaonate, urne urie",1964-6
"bicarboate, urnurine",1964-6
cholesterol crystals urine,5777-8
urine stals cholesterol,5777-8
cholestrlcrystals uine,5777-8
cholesterol urine crystals,5777-8
urine cholesterolcrystals,5777-8
"hematocrit, csf cerebrospinal fluid (csf)",30398-2
"hematocrt, fluid cerebrospina cerebrospinal fluid (cerebrospinal fluid)",30398-2
"hematocrit, csf cerebrospinal fluid (csf)",30398-2
"hematocrit, hematology/cell counts csf cerebrospinal fluid (csf)",30398-2
"hemaocrit, csf (csf) fluid spinal fl cererospinal",30398-2
"chloride, pleural pleural",53627-6
"lung pleural chloride, pleural",53627-6
"pleural pleural level chloride,",53627-6
"chloride, pleural pleural",53627-6
"pleural chloride, pleural",53627-6
burr cells blood,7790-9
burr micro cells lood,7790-9
burr cellularity cells bood,7790-9
urr ells blod,7790-9
burr cells bld,7790-9
"sodium, body fluid other body fluid",2950-4
"sodium, body quan body other fluid fluid",2950-4
"sodium, bdy fluid other body flui",2950-4
"sodium, fluid b/f fluid other body body",2950-4
"sodium, body fluid other body fluid",2950-4
envelope cells blood,681-7
cells envelope blood,681-7
spec envelope cells blood,681-7
enelop bld cells,681-7
envelope blood cells,681-7
"creatinine, pleural pleural",14399-0
"creatinine, pleural pleural",14399-0
"reainine, random pleral pleurl",14399-0
"creatinine, chemistry pleural pleural",14399-0
"reatiine, pleural leural",14399-0
cd14 bone marrow,32507-6
bone cd14 marrow,32507-6
cd14 marrow bone,32507-6
cd14 marrow bone,32507-6
bone cd14 marrow,32507-6
length of urine collection urine,13362-9
ngt o uine colection urine,13362-9
lengthof rine colleco urne,13362-9
length collection urine of urine,13362-9
length collection urine of urine,13362-9
triglycerides blood,1644-4
blood rigycerides,1644-4
blood triglycerides,1644-4
riglycerides blood,1644-4
blood triglycerides,1644-4
urine volume urine,28009-9
urine volume urine,28009-9
urine volume urine,28009-9
urne volume urine,28009-9
vlume urine urine,28009-9
glucose blood,2339-0
glucose bld whole bld,2339-0
bld glucose,2339-0
bld glucose quan,2339-0
blood glucose quantitative,2339-0
absolute cd8 count blood,8138-0
absute cd8 coutblood,8138-0
absolute count cd8 blood,8138-0
cd8 absolute count blood,8138-0
absolute count cd8 blood,8138-0
plasma cells blood,13047-6
plasma blood cells,13047-6
cells plasm blod,13047-6
plasma cells leuc blood,13047-6
plasma blod cels,13047-6
platelet count blood,777-3
blood plateletcout random,777-3
platelet cont blood,777-3
whole blood platelet count blood,777-3
platelet bld count,777-3
sickle cell preparation blood,6864-3
sickle cell point in time preparation blood,6864-3
ql prearation cell sick blood,6864-3
blood cell sickle cells preparation sickle,6864-3
sickle preparation ordinal cell blood,6864-3
ntprobnp blood,33762-6
ntprobnp lood brain natriuretic peptide,33762-6
pept ntprobnp blood,33762-6
ntprobnp blood random,33762-6
serum ntprobnp loo,33762-6
sperm urine,8248-7
urine sperm,8248-7
urine sperm,8248-7
urine sperm,8248-7
urine sperm,8248-7
atypical lymphocytes pleural,33370-8
lung atypical plural ymphocytes,33370-8
point in time atypical lymphocytes pleural,33370-8
lymphs% aticalymphocytes plural,33370-8
pleural lymphocytes atypical,33370-8
benzodiazepine screen blood,42662-7
benzodiazepine blood screen,42662-7
wb benzodiazepine screen bld,42662-7
benzodiazepine screen blood,42662-7
benzodazeine screen pr blod,42662-7
salicylate blood,4023-8
screen saliylate bld,4023-8
blood salicylate,4023-8
salicylate bld,4023-8
blood pl salicylate,4023-8
cd55 bone marrow,51344-0
marrow bone cd55,51344-0
marrow bone cd55,51344-0
cd55 marrow bone,51344-0
cd5 bne marrow,51344-0
lymphocytes ascites,26482-0
lymphocytes random ascites,26482-0
lymphocyteasctes,26482-0
lymphocytes ascies,26482-0
lymphocytes ascites point in time,26482-0
cd38 blood,8126-5
blood cd38,8126-5
blood cd38,8126-5
blood cd3,8126-5
cd38 blod,8126-5
alanine aminotransferase (alt) blood,1742-6
blood aminotransferase (alt) alanine,1742-6
blood aminotransferase serum (alt) alanine,1742-6
bld aminotrnsferase (alt) alanie,1742-6
alanine universallaborders aminotransferase blood (alt),1742-6
cd10 blood,8107-5
blood cd10,8107-5
cd0 blood,8107-5
blood cd10,8107-5
blood cd10,8107-5
fetal hemoglobin blood,4576-5
tot fetal hemogloin bld,4576-5
blood hemoglobin fetal,4576-5
bloo fetalhemoglobin,4576-5
fetal blood percent hemoglobin,4576-5
cd20 blood,8119-0
blood cd20,8119-0
blood cd20,8119-0
blood cd20,8119-0
blood cd20,8119-0
"amylase/creatinine ratio, urine urine",34235-2
"gastroenterology amylasecreatinin ratio, ri urin",34235-2
"urine ratio, amylase/creatinine urine",34235-2
"urie amyl ratio, urie mylse/reaiine",34235-2
"amylase/creatinine ratio, urine urine",34235-2
myelocytes blood,26498-6
lod melocyts,26498-6
blood myelocytes hematology/cell counts,26498-6
blood myelocytes,26498-6
blood white blood cell myelocytes,26498-6
calcium carbonate crystals urine,5773-7
urine carbonate crystals calcium,5773-7
crysals caboate calcium urine,5773-7
cstals carbonate calcium urine,5773-7
calcium crystals carbonate urine,5773-7
macrophage joint fluid,33376-5
macrophage fluid joint point in time,33376-5
fluid jint macrphage,33376-5
macrophag joint fluid,33376-5
macrophage fluid macrophage joint,33376-5
cd16/56 bone marrow,51255-8
bone cd16/56 marrow,51255-8
cd166 bone marrow,51255-8
bone cd16/56 marrow,51255-8
cd6/6 marrow bne,51255-8
ammonia blood,16362-6
nh3 ammonia bld,16362-6
ammonia level blood,16362-6
ammonia bld,16362-6
ammonia blod level,16362-6
ph blood,11558-4
ph point in time blood,11558-4
blood ph,11558-4
ph bld,11558-4
bld whole bld ph,11558-4
"heparin, lmw blood",32684-3
"heparin, mw blood",32684-3
"lmw heparin, blood",32684-3
"lmw heparin, blood",32684-3
"hepar, lmw blood",32684-3
o2 flow blood,3151-8
o2fow blod flow,3151-8
lood o2flo,3151-8
o2 bld flow,3151-8
o2 quantitative flow bld,3151-8
basophilic stippling blood,703-9
basophilic stippling bld micro,703-9
asophilic stippling bld point in time,703-9
basohilic stippling bood,703-9
bsohilic bood stippling,703-9
"cholesterol, hdl blood",2085-9
"cholesterol, hdl blood",2085-9
"olestrol, lood hl",2085-9
"hdl cholesterol, blood",2085-9
"plsm cholesterol, hdl blood",2085-9
bacteria urine,5769-5
bactriaurine,5769-5
urine bacteria,5769-5
urine bacteria,5769-5
bacteria urine,5769-5
"bicarbonate, other fluid other body fluid",11211-0
"flu bicarbonate, other fluid other body fluid",11211-0
"carbonic anhydride other fluid bicarbonate,other body fluid",11211-0
bicarboate other flui other body fluid,11211-0
"bicarbonate, other fluid other body fluid",11211-0
rbc urine,5808-1
rbc urin,5808-1
rbc urine,5808-1
urine rbc,5808-1
urine rbc,5808-1
"total protein, pleural pleural",2882-9
"total pleural thoracentesis fluid pleural protein,",2882-9
"protein, total pleural pleural",2882-9
"point in time tota protein, peural plural",2882-9
"toal proein, pleurlpleural",2882-9
gastrin blood,2333-3
gastrin quan bld,2333-3
blood gastrin,2333-3
blood gastin,2333-3
quan gatrin blood,2333-3
calculated total co2 blood,34728-6
alculated total co2 blood,34728-6
clculated tota co2 blood,34728-6
calculated cco2 total co2 blood,34728-6
calculated total co2 bld,34728-6
estimated gfr (mdrd equation) blood,33914-3
esimate gfr (mdrd equation) blood,33914-3
estimated gfr (mdrd equation) blood gfr,33914-3
estimed serpl gfr(mdrd equation) bld,33914-3
equation) gfr mdrd estimated bld,33914-3
"cholesterol, total blood",2093-3
"total cholesterol, blood",2093-3
"cholesterol, bood serum total",2093-3
"cholesterol, blood total",2093-3
"colesterl, cholesterols totl bloo",2093-3
"rbc, pleural pleural",26456-4
"rbc, leural pleural",26456-4
"red cell rbc, pleural pleurl",26456-4
"pleural rbc, pleural",26456-4
"pleural count/volume rbc, pleural",26456-4
promyelocytes other body fluid,17799-8
promyelocytes othe body fluid body fluid,17799-8
promylocytes point in time other body fluid,17799-8
body other promyelocytes fluid,17799-8
other promyelocytes body fluid,17799-8
immunoglobulin m blood,2472-9
bld m immunoglobulin,2472-9
m immunoglobulin blood serp,2472-9
quan blod m imoglobuin,2472-9
blood immunoglobulin m m immunoglobulin,2472-9
cd64 bone marrow,51365-5
onemarrw cd64,51365-5
cd64 marrow bone,51365-5
bone cd64 marrow,51365-5
cd64 bone marrow,51365-5
"tissue transglutaminase ab, iga blood",31017-7
"tissue ttg transglutaminase ab, iga blood",31017-7
"tiss transgluaminasab, iga blood",31017-7
"tissuetransglutamase ab, bld iga",31017-7
"tissue celiac disease transglutaminase ab, iga blood",31017-7
cd41 bone marrow,51319-2
marrow c41bone,51319-2
marrow bne cd41,51319-2
d41 bone marrow,51319-2
cd41 marro bone,51319-2
carboxyhemoglobin blood,20563-3
carboxyhemoglobin blood hgb,20563-3
blood carboxyhemoglobin,20563-3
blood carboxyhemoglobin,20563-3
carboxyhemoglobin bloo carbon monoxide.hemoglobin,20563-3
factor x blood,3218-5
factorx lood,3218-5
blood x factor,3218-5
blood x factor,3218-5
blood x factor,3218-5
mesothelial cells pleural,30431-1
pleura mesothelilcells,30431-1
mestelial ells pleural,30431-1
msothelal lkcs ells pleural,30431-1
cells mesothelial pleural,30431-1
"urea nitrogen, urine urine",3095-7
"urea quantitative nitrogen, urine urine",3095-7
"urea nitrogen, urine urine",3095-7
"rea urineurine nitrogen,",3095-7
"urea nit nitroge, urin urne",3095-7
"hematocrit, other fluid other body fluid",11153-4
"hematocrit, other fluid body other fluid",11153-4
fld other ther fluid ematocrit body fluid,11153-4
"hematocrit, other bod fluid other body fluid",11153-4
"hematocrit, fluid quan fluid other body other",11153-4
anti-thyroglobulin antibodies blood,5380-1
antibodies hashimoto's thyroiditis anti-thyroglobulin blood,5380-1
bld serology ant-thyroglobulinantbodie,5380-1
ani-thyroglobulin sr bood antibodies,5380-1
anti-thyroglobulin antibodies bld,5380-1
ketone urine,5797-6
urine ketone,5797-6
urine ketone,5797-6
urine ketone,5797-6
urine ketone,5797-6
"creatinine, urine urine",2161-8
"creatinine, urine urine renal",2161-8
"urine creatinine, urine",2161-8
"urine creatinine, rine mass concentration",2161-8
"urine urine creatinine,",2161-8
"bilirubin, indirect blood",1971-1
"indirect bilirubin, blood",1971-1
"quan blood indirect bilirubin,",1971-1
"bilirubin, indirect bld",1971-1
"billirubin bilirubin,indirect blood",1971-1
blasts cerebrospinal fluid (csf),26447-3
fluid(sf) cebrospina lkcs blasts,26447-3
cerebrospinal fluid spinal fl cerbrosinafluid blasts,26447-3
blasts csf (csf),26447-3
fluid cerebrospinal blasts (csf),26447-3
"hcg, urine, qualitative urine",2106-3
"urne, hcg, qual urine",2106-3
"hcg, ualitative urine, urin",2106-3
"qualitative urine, hcg, urine",2106-3
"hcg, qualitative urine, urine",2106-3
cd8 bone marrow,51372-1
d8 bone marrow,51372-1
marrow bone cd8,51372-1
marrow bone cd8,51372-1
bone cd8 marrow,51372-1
total collection time urine,13362-9
total tmeurine colection,13362-9
uine collection time total,13362-9
total ollection time urine,13362-9
total time collection urine,13362-9
"cd4 cells, percent blood",8127-3
"cd4 percent cells, blood",8127-3
"c cells, percet bloo",8127-3
"ells, cd4 percent bood",8127-3
"cells, cd4 percent blood",8127-3
bleeding time blood,11067-6
bledigtime blood,11067-6
bleedig bood time,11067-6
bleeding time blood,11067-6
bleedig tie lod,11067-6
amorphous crystals urine,8246-1
crystals amorphous urine,8246-1
rystals amorphous urine,8246-1
amorphous urine crystals,8246-1
crystals amorphous urine,8246-1
glyco a blood,17221-3
a glyco bood,17221-3
blood a glyco,17221-3
lyco abood,17221-3
glyco a blood,17221-3
vancomycin blood,20578-1
blood vancomycin,20578-1
bld vancomycin,20578-1
plsm vancomycin blood,20578-1
blood vancomycin,20578-1
"total protein, urine urine",2887-8
toal proten urineurine,2887-8
"total urine protein, urine",2887-8
"total urine protein, urine",2887-8
"total protei,urine urine",2887-8
anti-mitochondrial antibody blood,14236-4
bld antibody anti-mitochondrial,14236-4
mitochon anti-mitochondrial bld antibody,14236-4
anti-mitochondrial antibody blood random,14236-4
blood antibod anti-mitochndrial,14236-4
cd10 other body fluid,51217-8
other cd10 body fluid,51217-8
cd10 flid dy othr,51217-8
other cd10 body fluid,51217-8
cd10 body other fluid,51217-8
bicarbonate blood,1963-8
blood bcaronate,1963-8
blood bicarboat,1963-8
blood bicarbonate,1963-8
bicarbonate blood ser,1963-8
nitrite urine,5802-4
urine nitrite,5802-4
nitrite urine,5802-4
urine nitrite,5802-4
nirite urine,5802-4
"cholesterol, ascites ascites",14441-0
"cholesterol, ascites ascites",14441-0
"cholesterol, ascites ascites",14441-0
"cholesterol, ascites ascites",14441-0
"cholestero, prt ascites ascites",14441-0
quantitative g6pd blood,32546-4
quantitative g6pd g6pd lood,32546-4
quanitative g6pd blood phosphorous,32546-4
uatitativeg6pd quantitative lood,32546-4
blood g6pd quantitative red blood corpusles,32546-4
epithelial cells urine,5787-7
epithelial urine cells,5787-7
cells epithelial urine,5787-7
cells epitheli urne,5787-7
epithlia ell urin,5787-7
sugar water test blood,12260-6
sugar wte test blood,12260-6
sugar qualitative blood tes water,12260-6
sugarwater test blood,12260-6
pnh sugar water test bld,12260-6
thyroglobulin blood,3013-0
blood pl thyroglobulin,3013-0
blood thyroglobulin,3013-0
pl bld thyroglobulin,3013-0
thyroglobulin bld serp,3013-0
"potassium, ascites ascites",49789-1
"potassium, ascites random ascites",49789-1
"ascites actes potassim,",49789-1
"ascites acites poassium,",49789-1
"ascites k ascites potassium,",49789-1
macrophage ascites,40517-5
ascites macrophage,40517-5
macrphageasctes,40517-5
acies marophage,40517-5
ascites macrophage,40517-5
iron blood,2498-4
iron bloo,2498-4
quant iron bld,2498-4
quan iron blood,2498-4
level iron blood,2498-4
"immunofixation, urine urine",49276-9
"immunofixation, report urine urine",49276-9
"immunofixation, urine impressions urine",49276-9
"immunofixation, chemistry urine rine",49276-9
"immunofixation, urine urine hematology",49276-9
